run_id	train_energy	valid_energy	test_energy	total_energy	v_map@5	v_ndcg@5	v_prec@5	v_recall@5	v_map@10	v_ndcg@10	v_prec@10	v_recall@10	v_map@20	v_ndcg@20	v_prec@20	v_recall@20	v_map@50	v_ndcg@50	v_prec@50	v_recall@50	t_map@5	t_ndcg@5	t_prec@5	t_recall@5	t_map@10	t_ndcg@10	t_prec@10	t_recall@10	t_map@20	t_ndcg@20	t_prec@20	t_recall@20	t_map@50	t_ndcg@50	t_prec@50	t_recall@50
FREEDOM-movielens_1m(883, 0.0001, 2, 3, T)	0.1685418547713522	0.014477094323226695	0.014463986447694166	0.19748293554227306	0.1333	0.2167	0.2024	0.0911	0.1114	0.2179	0.1775	0.1518	0.1007	0.2207	0.1303	0.2389	0.1089	0.2700	0.0955	0.3993	0.1333	0.2167	0.2024	0.0911	0.1114	0.2179	0.1775	0.1518	0.1053	0.2350	0.1469	0.2397	0.1150	0.2877	0.1067	0.4033
FREEDOM-movielens_1m(883, 0.0001, 3, 2, T)	0.1198106929799427	0.012597288042455709	0.012649431474357393	0.14505741249675583	0.1362	0.2202	0.2062	0.0941	0.1139	0.2214	0.1794	0.1555	0.1021	0.2234	0.1316	0.2418	0.1109	0.2741	0.0964	0.4067	0.1362	0.2202	0.2062	0.0941	0.1139	0.2214	0.1794	0.1555	0.1079	0.2393	0.1488	0.2451	0.1179	0.2921	0.1079	0.4083
FREEDOM-movielens_1m(883, 0.0001, 3, 3, T)	0.1951058273121438	0.01629426554965812	0.016304149282812524	0.22770424214461443	0.1344	0.2186	0.2049	0.0938	0.1121	0.2192	0.1774	0.1542	0.1012	0.2220	0.1311	0.2404	0.1097	0.2727	0.0963	0.4059	0.1344	0.2186	0.2049	0.0938	0.1121	0.2192	0.1774	0.1542	0.1067	0.2375	0.1478	0.2433	0.1167	0.2902	0.1071	0.4061
FREEDOM-movielens_1m(883, 0.001, 2, 2, T)	0.11573804177326538	0.012643352902125368	0.01261993650662907	0.14100133118201982	0.1356	0.2192	0.2040	0.0932	0.1130	0.2202	0.1774	0.1548	0.1014	0.2224	0.1307	0.2412	0.1100	0.2727	0.0959	0.4046	0.1356	0.2192	0.2040	0.0932	0.1130	0.2202	0.1774	0.1548	0.1074	0.2381	0.1480	0.2425	0.1171	0.2906	0.1071	0.4057
FREEDOM-movielens_1m(883, 0.001, 2, 3, T)	0.165842550058949	0.014273955348379405	0.014243285862412244	0.19435979126974065	0.1329	0.2157	0.2014	0.0910	0.1111	0.2171	0.1764	0.1517	0.1007	0.2207	0.1303	0.2387	0.1090	0.2701	0.0955	0.3994	0.1329	0.2157	0.2014	0.0910	0.1111	0.2171	0.1764	0.1517	0.1053	0.2352	0.1472	0.2406	0.1150	0.2874	0.1067	0.4027
FREEDOM-movielens_1m(883, 0.001, 3, 2, T)	0.11943084342896239	0.012677303133663456	0.012721731357286005	0.14482987791991184	0.1360	0.2201	0.2060	0.0941	0.1137	0.2214	0.1794	0.1558	0.1027	0.2242	0.1316	0.2421	0.1115	0.2751	0.0967	0.4081	0.1360	0.2201	0.2060	0.0941	0.1137	0.2214	0.1794	0.1558	0.1079	0.2397	0.1491	0.2463	0.1178	0.2921	0.1078	0.4084
FREEDOM-movielens_1m(883, 0.001, 3, 3, T)	0.18447071065927562	0.015394668809574968	0.015367219177832776	0.21523259864668334	0.1342	0.2184	0.2047	0.0927	0.1122	0.2194	0.1782	0.1537	0.1011	0.2219	0.1317	0.2405	0.1096	0.2725	0.0966	0.4058	0.1342	0.2184	0.2047	0.0927	0.1122	0.2194	0.1782	0.1537	0.1068	0.2379	0.1487	0.2435	0.1165	0.2901	0.1074	0.4063
FREEDOM-movielens_1m(883, 0.01, 2, 2, T)	0.10616269947358058	0.01133652193890992	0.01130448283135132	0.12880370424384183	0.1348	0.2189	0.2046	0.0930	0.1127	0.2199	0.1782	0.1541	0.1014	0.2227	0.1320	0.2418	0.1098	0.2726	0.0965	0.4051	0.1348	0.2189	0.2046	0.0930	0.1127	0.2199	0.1782	0.1541	0.1070	0.2382	0.1487	0.2439	0.1168	0.2906	0.1077	0.4064
FREEDOM-movielens_1m(883, 0.01, 2, 3, T)	0.17873689117990113	0.015156841686317124	0.01514575935716048	0.20903949222337873	0.1328	0.2164	0.2022	0.0915	0.1117	0.2184	0.1777	0.1528	0.1008	0.2208	0.1303	0.2392	0.1094	0.2713	0.0958	0.4030	0.1328	0.2164	0.2022	0.0915	0.1117	0.2184	0.1777	0.1528	0.1060	0.2361	0.1474	0.2412	0.1156	0.2885	0.1068	0.4046
FREEDOM-movielens_1m(883, 0.01, 3, 2, T)	0.11708401513166669	0.012155203326374264	0.012128726855021924	0.14136794531306288	0.1367	0.2199	0.2051	0.0934	0.1141	0.2218	0.1796	0.1562	0.1029	0.2243	0.1320	0.2425	0.1116	0.2751	0.0969	0.4077	0.1367	0.2199	0.2051	0.0934	0.1141	0.2218	0.1796	0.1562	0.1083	0.2398	0.1491	0.2458	0.1182	0.2923	0.1080	0.4082
FREEDOM-movielens_1m(883, 0.01, 3, 3, T)	0.1815842262523415	0.01497379789887018	0.014959322009184565	0.21151734616039625	0.1355	0.2194	0.2047	0.0924	0.1132	0.2209	0.1791	0.1542	0.1014	0.2226	0.1321	0.2415	0.1098	0.2726	0.0966	0.4051	0.1355	0.2194	0.2047	0.0924	0.1132	0.2209	0.1791	0.1542	0.1077	0.2391	0.1492	0.2444	0.1174	0.2914	0.1078	0.4071
FREEDOM-movielens_1m(883, 0.1, 2, 2, T)	0.11857291548629571	0.012683889169448953	0.012660733756277957	0.14391753841202262	0.1352	0.2201	0.2056	0.0946	0.1133	0.2212	0.1787	0.1558	0.1021	0.2236	0.1318	0.2434	0.1107	0.2738	0.0965	0.4064	0.1352	0.2201	0.2056	0.0946	0.1133	0.2212	0.1787	0.1558	0.1076	0.2387	0.1478	0.2439	0.1179	0.2921	0.1072	0.4085
FREEDOM-movielens_1m(883, 0.1, 2, 3, T)	0.17825527126952345	0.015017477691612102	0.015019621753742638	0.2082923707148782	0.1348	0.2191	0.2052	0.0927	0.1125	0.2199	0.1782	0.1549	0.1018	0.2232	0.1316	0.2426	0.1104	0.2733	0.0965	0.4055	0.1348	0.2191	0.2052	0.0927	0.1125	0.2199	0.1782	0.1549	0.1068	0.2373	0.1478	0.2419	0.1170	0.2910	0.1076	0.4082
FREEDOM-movielens_1m(883, 0.1, 3, 2, T)	0.12986810446008643	0.013468465576958088	0.01346324080601351	0.15679981084305802	0.1362	0.2214	0.2061	0.0947	0.1135	0.2213	0.1775	0.1553	0.1028	0.2246	0.1320	0.2440	0.1115	0.2752	0.0968	0.4084	0.1362	0.2214	0.2061	0.0947	0.1135	0.2213	0.1775	0.1553	0.1086	0.2407	0.1488	0.2468	0.1188	0.2935	0.1074	0.4103
FREEDOM-movielens_1m(883, 0.1, 3, 3, T)	0.1794676079493855	0.01475874588577689	0.014784263135112413	0.2090106169702748	0.1360	0.2207	0.2068	0.0938	0.1142	0.2230	0.1815	0.1577	0.1034	0.2255	0.1336	0.2434	0.1119	0.2760	0.0975	0.4089	0.1360	0.2207	0.2068	0.0938	0.1142	0.2230	0.1815	0.1577	0.1083	0.2405	0.1500	0.2469	0.1186	0.2935	0.1086	0.4105
FREEDOM-movielens_1m(883, 0.0001, 2, 2, I)	0.1151542561349347	0.012270636407384116	0.0121942728179321	0.1396191653602509	0.1355	0.2190	0.2039	0.0930	0.1129	0.2200	0.1773	0.1548	0.1014	0.2224	0.1307	0.2412	0.1100	0.2727	0.0959	0.4045	0.1355	0.2190	0.2039	0.0930	0.1129	0.2200	0.1773	0.1548	0.1074	0.2380	0.1480	0.2426	0.1171	0.2905	0.1071	0.4057
FREEDOM-movielens_1m(883, 0.0001, 2, 3, I)	0.16635216370999234	0.014024531750702163	0.01402906523958109	0.1944057607002756	0.1334	0.2167	0.2024	0.0911	0.1115	0.2180	0.1775	0.1519	0.1006	0.2206	0.1303	0.2388	0.1089	0.2700	0.0955	0.3994	0.1334	0.2167	0.2024	0.0911	0.1115	0.2180	0.1775	0.1519	0.1053	0.2350	0.1469	0.2397	0.1150	0.2876	0.1067	0.4030
FREEDOM-movielens_1m(883, 0.0001, 3, 2, I)	0.11917353218011248	0.012300426154852703	0.012297329103313924	0.1437712874382791	0.1361	0.2202	0.2061	0.0941	0.1137	0.2214	0.1793	0.1559	0.1025	0.2238	0.1316	0.2417	0.1113	0.2747	0.0966	0.4075	0.1361	0.2202	0.2061	0.0941	0.1137	0.2214	0.1793	0.1559	0.1079	0.2396	0.1490	0.2462	0.1178	0.2921	0.1079	0.4084
FREEDOM-movielens_1m(883, 0.0001, 3, 3, I)	0.1820960531323642	0.014925464532515196	0.014898619781979327	0.21192013744685873	0.1344	0.2187	0.2051	0.0929	0.1122	0.2194	0.1780	0.1538	0.1010	0.2218	0.1317	0.2404	0.1095	0.2724	0.0965	0.4058	0.1344	0.2187	0.2051	0.0929	0.1122	0.2194	0.1780	0.1538	0.1068	0.2378	0.1486	0.2431	0.1165	0.2902	0.1074	0.4064
FREEDOM-movielens_1m(883, 0.001, 2, 2, I)	0.10490944979465591	0.011147413647829982	0.011137385133653224	0.12719424857613912	0.1346	0.2187	0.2038	0.0924	0.1125	0.2198	0.1779	0.1541	0.1008	0.2218	0.1315	0.2410	0.1093	0.2718	0.0964	0.4042	0.1346	0.2187	0.2038	0.0924	0.1125	0.2198	0.1779	0.1541	0.1069	0.2381	0.1485	0.2438	0.1166	0.2902	0.1075	0.4054
FREEDOM-movielens_1m(883, 0.001, 2, 3, I)	0.16710115329653374	0.014004590787390324	0.014026372699616207	0.19513211678354028	0.1333	0.2164	0.2020	0.0910	0.1115	0.2179	0.1775	0.1521	0.1007	0.2208	0.1305	0.2389	0.1090	0.2701	0.0956	0.3996	0.1333	0.2164	0.2020	0.0910	0.1115	0.2179	0.1775	0.1521	0.1052	0.2349	0.1468	0.2398	0.1150	0.2877	0.1068	0.4032
FREEDOM-movielens_1m(883, 0.001, 3, 2, I)	0.11599817660673316	0.011955276027201034	0.011938366986169086	0.1398918196201033	0.1366	0.2203	0.2059	0.0942	0.1137	0.2211	0.1790	0.1553	0.1027	0.2239	0.1319	0.2417	0.1113	0.2746	0.0967	0.4069	0.1366	0.2203	0.2059	0.0942	0.1137	0.2211	0.1790	0.1553	0.1080	0.2395	0.1490	0.2458	0.1179	0.2920	0.1079	0.4081
FREEDOM-movielens_1m(883, 0.001, 3, 3, I)	0.19009406799863382	0.0156644102361349	0.015578693818789433	0.22133717205355816	0.1346	0.2188	0.2047	0.0934	0.1123	0.2196	0.1778	0.1543	0.1009	0.2217	0.1311	0.2406	0.1095	0.2725	0.0966	0.4059	0.1346	0.2188	0.2047	0.0934	0.1123	0.2196	0.1778	0.1543	0.1067	0.2376	0.1479	0.2434	0.1166	0.2901	0.1071	0.4059
FREEDOM-movielens_1m(883, 0.01, 2, 2, I)	0.11306758798905349	0.012061195264475572	0.012019402026846586	0.13714818528037565	0.1355	0.2188	0.2037	0.0925	0.1129	0.2198	0.1774	0.1539	0.1022	0.2232	0.1309	0.2413	0.1109	0.2735	0.0963	0.4045	0.1355	0.2188	0.2037	0.0925	0.1129	0.2198	0.1774	0.1539	0.1074	0.2384	0.1481	0.2439	0.1173	0.2909	0.1072	0.4067
FREEDOM-movielens_1m(883, 0.01, 2, 3, I)	0.17557009686892183	0.014874362146951856	0.014782833240679277	0.20522729225655298	0.1343	0.2179	0.2041	0.0920	0.1122	0.2190	0.1781	0.1533	0.1008	0.2211	0.1305	0.2399	0.1091	0.2709	0.0957	0.4019	0.1343	0.2179	0.2041	0.0920	0.1122	0.2190	0.1781	0.1533	0.1064	0.2367	0.1479	0.2419	0.1158	0.2884	0.1066	0.4029
FREEDOM-movielens_1m(883, 0.01, 3, 2, I)	0.11926944004724796	0.012424608068665188	0.012371978675537621	0.14406602679145078	0.1365	0.2204	0.2062	0.0941	0.1138	0.2216	0.1794	0.1562	0.1029	0.2243	0.1318	0.2422	0.1118	0.2756	0.0970	0.4086	0.1365	0.2204	0.2062	0.0941	0.1138	0.2216	0.1794	0.1562	0.1079	0.2393	0.1487	0.2454	0.1179	0.2920	0.1077	0.4081
FREEDOM-movielens_1m(883, 0.01, 3, 3, I)	0.18806765515311982	0.015456331014256839	0.015569468932265079	0.21909345509964173	0.1354	0.2197	0.2055	0.0942	0.1129	0.2203	0.1781	0.1547	0.1016	0.2227	0.1317	0.2420	0.1103	0.2739	0.0970	0.4088	0.1354	0.2197	0.2055	0.0942	0.1129	0.2203	0.1781	0.1547	0.1074	0.2388	0.1487	0.2447	0.1173	0.2912	0.1075	0.4072
FREEDOM-movielens_1m(883, 0.1, 2, 2, I)	0.10372501786862698	0.011081064102668292	0.011080870938049285	0.12588695290934457	0.1360	0.2204	0.2048	0.0934	0.1136	0.2217	0.1791	0.1557	0.1016	0.2236	0.1325	0.2432	0.1104	0.2745	0.0973	0.4088	0.1360	0.2204	0.2048	0.0934	0.1136	0.2217	0.1791	0.1557	0.1080	0.2401	0.1495	0.2458	0.1177	0.2919	0.1080	0.4066
FREEDOM-movielens_1m(883, 0.1, 2, 3, I)	0.15751091154701868	0.013297675680798805	0.013277747836411155	0.18408633506422867	0.1370	0.2213	0.2059	0.0929	0.1145	0.2223	0.1800	0.1548	0.1018	0.2232	0.1328	0.2420	0.1103	0.2732	0.0970	0.4056	0.1370	0.2213	0.2059	0.0929	0.1145	0.2223	0.1800	0.1548	0.1081	0.2397	0.1492	0.2440	0.1179	0.2918	0.1077	0.4063
FREEDOM-movielens_1m(883, 0.1, 3, 2, I)	0.10835133795253815	0.011200102609902295	0.011197878639290731	0.1307493192017312	0.1371	0.2216	0.2064	0.0927	0.1145	0.2229	0.1801	0.1562	0.1026	0.2249	0.1332	0.2444	0.1115	0.2758	0.0977	0.4097	0.1371	0.2216	0.2064	0.0927	0.1145	0.2229	0.1801	0.1562	0.1086	0.2411	0.1500	0.2471	0.1184	0.2933	0.1086	0.4090
FREEDOM-movielens_1m(883, 0.1, 3, 3, I)	0.18470016953004975	0.01512302721757262	0.015107930044321802	0.21493112679194415	0.1367	0.2219	0.2077	0.0953	0.1144	0.2229	0.1806	0.1575	0.1028	0.2251	0.1332	0.2442	0.1114	0.2756	0.0972	0.4089	0.1367	0.2219	0.2077	0.0953	0.1144	0.2229	0.1806	0.1575	0.1083	0.2402	0.1492	0.2458	0.1183	0.2926	0.1077	0.4081
LATTICE-movielens_1m(883, 0.001, 2, 10, T)	0.135279541880426	0.013501228377514524	0.01352836768280169	0.16230913794074223	0.1367	0.2219	0.2066	0.0952	0.1136	0.2219	0.1782	0.1568	0.1027	0.2258	0.1337	0.2480	0.1120	0.2770	0.0978	0.4127	0.1367	0.2219	0.2066	0.0952	0.1136	0.2219	0.1782	0.1568	0.1087	0.2417	0.1492	0.2493	0.1199	0.2967	0.1090	0.4169
LATTICE-movielens_1m(883, 0.001, 2, 20, T)	0.14234922514494444	0.01434767359933068	0.014300745144612576	0.1709976438888877	0.1324	0.2165	0.2025	0.0934	0.1112	0.2197	0.1781	0.1578	0.1029	0.2260	0.1336	0.2494	0.1125	0.2779	0.0980	0.4151	0.1324	0.2165	0.2025	0.0934	0.1112	0.2197	0.1781	0.1578	0.1073	0.2400	0.1489	0.2493	0.1187	0.2948	0.1085	0.4150
LATTICE-movielens_1m(883, 0.01, 2, 10, T)	0.3443084511933567	0.03453040056551052	0.03457333278821921	0.41341218454708645	0.1449	0.2336	0.2187	0.1009	0.1211	0.2341	0.1892	0.1664	0.1111	0.2381	0.1405	0.2593	0.1204	0.2895	0.1019	0.4268	0.1449	0.2336	0.2187	0.1009	0.1211	0.2341	0.1892	0.1664	0.1159	0.2537	0.1575	0.2611	0.1272	0.3084	0.1133	0.4301
LATTICE-movielens_1m(883, 0.01, 2, 20, T)	0.40910870061098226	0.04096508649735107	0.040989802835485645	0.491063589943819	0.1454	0.2340	0.2194	0.1016	0.1220	0.2350	0.1899	0.1670	0.1115	0.2390	0.1411	0.2612	0.1206	0.2899	0.1018	0.4278	0.1454	0.2340	0.2194	0.1016	0.1220	0.2350	0.1899	0.1670	0.1171	0.2544	0.1575	0.2607	0.1284	0.3094	0.1135	0.4295
LATTICE-movielens_1m(883, 0.1, 2, 10, T)	0.19797715149569292	0.019903116691854586	0.019836849112018343	0.23771711729956585	0.0761	0.1299	0.1219	0.0462	0.0597	0.1287	0.1081	0.0812	0.0554	0.1360	0.0850	0.1397	0.0572	0.1661	0.0634	0.2436	0.0761	0.1299	0.1219	0.0462	0.0597	0.1287	0.1081	0.0812	0.0533	0.1383	0.0922	0.1360	0.0553	0.1709	0.0695	0.2434
LATTICE-movielens_1m(883, 0.001, 3, 10, T)	0.132805196938454	0.012771065140856633	0.012757859794552257	0.1583341218738629	0.1383	0.2243	0.2096	0.0955	0.1141	0.2232	0.1794	0.1582	0.1046	0.2284	0.1350	0.2490	0.1140	0.2799	0.0987	0.4152	0.1383	0.2243	0.2096	0.0955	0.1141	0.2232	0.1794	0.1582	0.1092	0.2428	0.1506	0.2500	0.1204	0.2975	0.1096	0.4171
LATTICE-movielens_1m(883, 0.001, 3, 20, T)	0.1534087555319758	0.015117258049010042	0.015035970323151661	0.1835619839041375	0.1337	0.2182	0.2037	0.0938	0.1127	0.2217	0.1792	0.1592	0.1033	0.2262	0.1333	0.2498	0.1127	0.2776	0.0977	0.4145	0.1337	0.2182	0.2037	0.0938	0.1127	0.2217	0.1792	0.1592	0.1080	0.2408	0.1485	0.2501	0.1194	0.2960	0.1085	0.4171
LATTICE-movielens_1m(883, 0.01, 3, 10, T)	0.3378137168347466	0.03296061432587867	0.0330081160284942	0.40378244718911943	0.1440	0.2319	0.2175	0.1006	0.1211	0.2341	0.1897	0.1677	0.1106	0.2380	0.1406	0.2597	0.1202	0.2899	0.1022	0.4285	0.1440	0.2319	0.2175	0.1006	0.1211	0.2341	0.1897	0.1677	0.1162	0.2540	0.1581	0.2620	0.1274	0.3087	0.1137	0.4310
LATTICE-movielens_1m(883, 0.01, 3, 20, T)	0.40407845284836136	0.0390275065657594	0.039213160212492146	0.48231911962661295	0.1449	0.2338	0.2191	0.1013	0.1212	0.2343	0.1890	0.1670	0.1115	0.2384	0.1405	0.2609	0.1208	0.2901	0.1021	0.4280	0.1449	0.2338	0.2191	0.1013	0.1212	0.2343	0.1890	0.1670	0.1168	0.2549	0.1582	0.2625	0.1281	0.3095	0.1137	0.4307
LATTICE-movielens_1m(883, 0.1, 3, 10, T)	0.20352222377560414	0.0199286665461562	0.019967230124422607	0.24341812044618297	0.0842	0.1425	0.1311	0.0508	0.0646	0.1373	0.1116	0.0847	0.0590	0.1408	0.0853	0.1415	0.0605	0.1704	0.0634	0.2449	0.0842	0.1425	0.1311	0.0508	0.0646	0.1373	0.1116	0.0847	0.0573	0.1449	0.0939	0.1379	0.0593	0.1776	0.0703	0.2463
LATTICE-movielens_1m(883, 0.001, 2, 10, I)	0.13057056966165684	0.01279328352652774	0.012799467648107386	0.15616332083629195	0.1305	0.2132	0.2000	0.0911	0.1097	0.2168	0.1763	0.1561	0.0996	0.2213	0.1308	0.2451	0.1088	0.2727	0.0962	0.4100	0.1305	0.2132	0.2000	0.0911	0.1097	0.2168	0.1763	0.1561	0.1047	0.2358	0.1464	0.2461	0.1158	0.2903	0.1070	0.4110
LATTICE-movielens_1m(883, 0.001, 2, 20, I)	0.12544617544597053	0.012344664835117597	0.012353612390005056	0.15014445267109316	0.1335	0.2173	0.2034	0.0929	0.1119	0.2199	0.1786	0.1568	0.1002	0.2219	0.1319	0.2444	0.1095	0.2732	0.0968	0.4082	0.1335	0.2173	0.2034	0.0929	0.1119	0.2199	0.1786	0.1568	0.1065	0.2383	0.1481	0.2463	0.1170	0.2920	0.1075	0.4111
LATTICE-movielens_1m(883, 0.01, 2, 10, I)	0.32546895962812283	0.03173651581066356	0.03176164975108743	0.3889671251898738	0.1449	0.2336	0.2188	0.1001	0.1215	0.2338	0.1889	0.1648	0.1100	0.2369	0.1398	0.2594	0.1197	0.2887	0.1018	0.4265	0.1449	0.2336	0.2188	0.1001	0.1215	0.2338	0.1889	0.1648	0.1165	0.2541	0.1578	0.2608	0.1274	0.3084	0.1132	0.4290
LATTICE-movielens_1m(883, 0.01, 2, 20, I)	0.22818529437700064	0.022462541339130747	0.022367132310502275	0.2730149680266336	0.1458	0.2341	0.2189	0.0999	0.1215	0.2337	0.1883	0.1650	0.1096	0.2364	0.1398	0.2585	0.1191	0.2882	0.1020	0.4265	0.1458	0.2341	0.2189	0.0999	0.1215	0.2337	0.1883	0.1650	0.1161	0.2530	0.1570	0.2583	0.1274	0.3083	0.1135	0.4289
LATTICE-movielens_1m(883, 0.1, 2, 10, I)	0.28624003400746056	0.027397579942153714	0.027428819396260767	0.34106643334587505	0.0862	0.1455	0.1335	0.0519	0.0657	0.1381	0.1113	0.0839	0.0616	0.1450	0.0870	0.1430	0.0629	0.1739	0.0638	0.2454	0.0862	0.1455	0.1335	0.0519	0.0657	0.1381	0.1113	0.0839	0.0581	0.1467	0.0950	0.1397	0.0596	0.1781	0.0703	0.2457
LATTICE-movielens_1m(883, 0.1, 2, 20, I)	0.15192886576788717	0.014854460439570368	0.01483256178278556	0.18161588799024309	0.0819	0.1399	0.1310	0.0515	0.0636	0.1353	0.1115	0.0841	0.0601	0.1426	0.0863	0.1423	0.0619	0.1731	0.0642	0.2485	0.0819	0.1399	0.1310	0.0515	0.0636	0.1353	0.1115	0.0841	0.0566	0.1434	0.0939	0.1369	0.0589	0.1771	0.0705	0.2481
LATTICE-movielens_1m(883, 0.001, 3, 10, I)	0.12935679189149768	0.012824547143299673	0.012779092324321416	0.15496043135911877	0.1333	0.2168	0.2033	0.0915	0.1114	0.2188	0.1775	0.1552	0.1018	0.2241	0.1325	0.2460	0.1110	0.2752	0.0970	0.4109	0.1333	0.2168	0.2033	0.0915	0.1114	0.2188	0.1775	0.1552	0.1067	0.2389	0.1488	0.2483	0.1175	0.2929	0.1081	0.4134
LATTICE-movielens_1m(883, 0.001, 3, 20, I)	0.16420735413412538	0.015428249260249485	0.015387025650998191	0.19502262904537307	0.1292	0.2135	0.2011	0.0939	0.1098	0.2176	0.1772	0.1576	0.1012	0.2234	0.1313	0.2471	0.1107	0.2749	0.0963	0.4128	0.1292	0.2135	0.2011	0.0939	0.1098	0.2176	0.1772	0.1576	0.1058	0.2376	0.1472	0.2488	0.1171	0.2920	0.1070	0.4127
LATTICE-movielens_1m(883, 0.01, 3, 10, I)	0.3456991692862011	0.03381995632286158	0.03392273439858738	0.41344186000765004	0.1461	0.2351	0.2200	0.1016	0.1217	0.2345	0.1887	0.1661	0.1104	0.2374	0.1401	0.2590	0.1200	0.2895	0.1021	0.4277	0.1461	0.2351	0.2200	0.1016	0.1217	0.2345	0.1887	0.1661	0.1173	0.2554	0.1583	0.2624	0.1282	0.3094	0.1133	0.4297
LATTICE-movielens_1m(883, 0.01, 3, 20, I)	0.2559037988383579	0.024979137976520266	0.024995529660964605	0.3058784664758428	0.1459	0.2348	0.2195	0.1009	0.1223	0.2352	0.1899	0.1656	0.1110	0.2381	0.1404	0.2593	0.1204	0.2896	0.1019	0.4270	0.1459	0.2348	0.2195	0.1009	0.1223	0.2352	0.1899	0.1656	0.1171	0.2551	0.1580	0.2617	0.1279	0.3091	0.1134	0.4289
LATTICE-movielens_1m(883, 0.1, 3, 10, I)	0.08637563338007966	0.008337374581072005	0.008341643314724898	0.10305465127587655	0.0768	0.1324	0.1266	0.0483	0.0607	0.1315	0.1122	0.0836	0.0582	0.1403	0.0861	0.1427	0.0594	0.1685	0.0629	0.2429	0.0768	0.1324	0.1266	0.0483	0.0607	0.1315	0.1122	0.0836	0.0536	0.1395	0.0936	0.1377	0.0554	0.1717	0.0696	0.2451
LATTICE-movielens_1m(883, 0.1, 3, 20, I)	0.2066360683596926	0.020058764342233873	0.019965913030070555	0.24666074573199703	0.0874	0.1468	0.1332	0.0523	0.0677	0.1418	0.1145	0.0858	0.0631	0.1469	0.0870	0.1439	0.0646	0.1767	0.0644	0.2487	0.0874	0.1468	0.1332	0.0523	0.0677	0.1418	0.1145	0.0858	0.0601	0.1492	0.0956	0.1398	0.0618	0.1817	0.0708	0.2495
