run_id	train_energy	valid_energy	test_energy	total_energy	v_map@5	v_ndcg@5	v_prec@5	v_recall@5	v_map@10	v_ndcg@10	v_prec@10	v_recall@10	v_map@20	v_ndcg@20	v_prec@20	v_recall@20	v_map@50	v_ndcg@50	v_prec@50	v_recall@50	t_map@5	t_ndcg@5	t_prec@5	t_recall@5	t_map@10	t_ndcg@10	t_prec@10	t_recall@10	t_map@20	t_ndcg@20	t_prec@20	t_recall@20	t_map@50	t_ndcg@50	t_prec@50	t_recall@50
BPR-baby(883, 0.0001, T+I)	0.0032035564519350725	0.02157391569748183	0.16717404803609354	0.19195152018551043	0.0114	0.0142	0.0048	0.0211	0.0132	0.0187	0.0039	0.0348	0.0146	0.0236	0.0029	0.0548	0.0161	0.0330	0.0022	0.1024	0.0114	0.0142	0.0048	0.0211	0.0132	0.0187	0.0039	0.0348	0.0147	0.0243	0.0032	0.0567	0.0162	0.0339	0.0024	0.1044
BPR-baby(883, 0.001, T+I)	0.002675211550413262	0.02144317344411749	0.021465902362749756	0.045584287357280505	0.0114	0.0142	0.0048	0.0211	0.0132	0.0187	0.0039	0.0347	0.0146	0.0236	0.0029	0.0547	0.0161	0.0331	0.0022	0.1024	0.0114	0.0142	0.0048	0.0211	0.0132	0.0187	0.0039	0.0347	0.0147	0.0243	0.0032	0.0567	0.0162	0.0340	0.0024	0.1045
BPR-baby(883, 0.01, T+I)	0.0026260215634377965	0.094179476019462	0.021436777888723203	0.118242275471623	0.0118	0.0146	0.0049	0.0217	0.0136	0.0191	0.0040	0.0354	0.0147	0.0237	0.0030	0.0551	0.0162	0.0331	0.0022	0.1021	0.0118	0.0146	0.0049	0.0217	0.0136	0.0191	0.0040	0.0354	0.0150	0.0246	0.0032	0.0568	0.0165	0.0342	0.0024	0.1044
BPR-baby(883, 0.1, T+I)	0.002706002493974698	0.021979942170745864	0.021888885055561497	0.046574829720282054	0.0122	0.0153	0.0052	0.0231	0.0141	0.0200	0.0042	0.0376	0.0155	0.0250	0.0031	0.0582	0.0170	0.0347	0.0023	0.1067	0.0122	0.0153	0.0052	0.0231	0.0141	0.0200	0.0042	0.0376	0.0156	0.0258	0.0034	0.0598	0.0171	0.0355	0.0025	0.1078
VBPR-baby(883, 0.0001, T+I)	0.0077266160842367464	0.20267482844212392	0.1924074735406175	0.40280891806697816	0.0059	0.0074	0.0025	0.0110	0.0069	0.0100	0.0022	0.0191	0.0070	0.0120	0.0016	0.0292	0.0077	0.0162	0.0011	0.0502	0.0059	0.0074	0.0025	0.0110	0.0069	0.0100	0.0022	0.0191	0.0076	0.0126	0.0017	0.0293	0.0083	0.0173	0.0012	0.0525
VBPR-baby(883, 0.001, T+I)	0.004496488151933641	0.1028554351951004	0.029933087610469773	0.1372850109575038	0.0060	0.0075	0.0026	0.0112	0.0069	0.0097	0.0021	0.0179	0.0076	0.0125	0.0016	0.0294	0.0083	0.0166	0.0011	0.0502	0.0060	0.0075	0.0026	0.0112	0.0069	0.0097	0.0021	0.0179	0.0076	0.0124	0.0017	0.0281	0.0083	0.0169	0.0012	0.0506
VBPR-baby(883, 0.01, T+I)	0.006846813298350392	0.04542339674924817	0.19103412988243498	0.24330433993003353	0.0079	0.0099	0.0034	0.0152	0.0092	0.0131	0.0028	0.0251	0.0094	0.0161	0.0021	0.0395	0.0103	0.0222	0.0015	0.0702	0.0079	0.0099	0.0034	0.0152	0.0092	0.0131	0.0028	0.0251	0.0101	0.0168	0.0022	0.0392	0.0111	0.0232	0.0016	0.0709
VBPR-baby(883, 0.1, T+I)	0.004346079458260211	0.028997657159583884	0.02914688090958411	0.062490617527428204	0.0111	0.0138	0.0047	0.0211	0.0126	0.0177	0.0037	0.0329	0.0143	0.0235	0.0030	0.0557	0.0155	0.0317	0.0021	0.0972	0.0111	0.0138	0.0047	0.0211	0.0126	0.0177	0.0037	0.0329	0.0140	0.0227	0.0030	0.0521	0.0154	0.0318	0.0022	0.0971
FREEDOM-baby(883, 0.0001, 2, 2, T+I)	0.011655160559841237	0.1771733972668817	0.03138123912120409	0.220209796947927	0.0199	0.0249	0.0084	0.0383	0.0228	0.0323	0.0067	0.0607	0.0259	0.0410	0.0050	0.0945	0.0279	0.0543	0.0034	0.1611	0.0199	0.0249	0.0084	0.0383	0.0228	0.0323	0.0067	0.0607	0.0251	0.0408	0.0052	0.0942	0.0273	0.0548	0.0036	0.1635
FREEDOM-baby(883, 0.0001, 2, 3, T+I)	0.01472879433098477	0.039028579151529845	0.03894932604097415	0.09270669952348876	0.0196	0.0246	0.0083	0.0377	0.0227	0.0322	0.0068	0.0610	0.0262	0.0413	0.0050	0.0948	0.0282	0.0547	0.0034	0.1621	0.0196	0.0246	0.0083	0.0377	0.0227	0.0322	0.0068	0.0610	0.0250	0.0411	0.0053	0.0954	0.0272	0.0552	0.0037	0.1656
FREEDOM-baby(883, 0.0001, 3, 2, T+I)	0.01538901532830817	0.114552483314191	0.11466458504152632	0.2446060836840255	0.0194	0.0243	0.0082	0.0372	0.0224	0.0319	0.0067	0.0604	0.0256	0.0405	0.0049	0.0928	0.0276	0.0530	0.0033	0.1559	0.0194	0.0243	0.0082	0.0372	0.0224	0.0319	0.0067	0.0604	0.0247	0.0405	0.0052	0.0939	0.0268	0.0534	0.0035	0.1578
FREEDOM-baby(883, 0.0001, 3, 3, T+I)	0.015134994256214538	0.11104723819316917	0.18378357716036292	0.3099658096097466	0.0189	0.0237	0.0081	0.0363	0.0219	0.0313	0.0066	0.0594	0.0257	0.0406	0.0049	0.0934	0.0278	0.0541	0.0034	0.1614	0.0189	0.0237	0.0081	0.0363	0.0219	0.0313	0.0066	0.0594	0.0243	0.0399	0.0052	0.0930	0.0265	0.0541	0.0036	0.1628
FREEDOM-baby(883, 0.001, 2, 2, T+I)	0.01479220580320633	0.11570292090876988	0.042780297027056866	0.1732754237390331	0.0200	0.0249	0.0084	0.0382	0.0230	0.0324	0.0068	0.0611	0.0261	0.0411	0.0050	0.0937	0.0281	0.0538	0.0033	0.1579	0.0200	0.0249	0.0084	0.0382	0.0230	0.0324	0.0068	0.0611	0.0252	0.0407	0.0052	0.0936	0.0273	0.0541	0.0035	0.1592
FREEDOM-baby(883, 0.001, 2, 3, T+I)	0.01700034244715603	0.044824851572144345	0.11786717962829323	0.1796923736475936	0.0198	0.0249	0.0085	0.0386	0.0229	0.0327	0.0069	0.0624	0.0263	0.0415	0.0050	0.0949	0.0284	0.0548	0.0034	0.1621	0.0198	0.0249	0.0085	0.0386	0.0229	0.0327	0.0069	0.0624	0.0252	0.0415	0.0053	0.0966	0.0274	0.0551	0.0037	0.1641
FREEDOM-baby(883, 0.001, 3, 2, T+I)	0.01550060858815782	0.1146758453783265	0.0417189743403021	0.1718954283067864	0.0196	0.0246	0.0083	0.0377	0.0226	0.0319	0.0067	0.0602	0.0259	0.0407	0.0049	0.0927	0.0278	0.0531	0.0033	0.1550	0.0196	0.0246	0.0083	0.0377	0.0226	0.0319	0.0067	0.0602	0.0249	0.0406	0.0052	0.0939	0.0269	0.0536	0.0035	0.1581
FREEDOM-baby(883, 0.001, 3, 3, T+I)	0.02199093830768996	0.12841727855624002	0.055598960461524634	0.2060071773254546	0.0201	0.0251	0.0085	0.0384	0.0231	0.0326	0.0068	0.0614	0.0259	0.0408	0.0049	0.0932	0.0279	0.0536	0.0033	0.1573	0.0201	0.0251	0.0085	0.0384	0.0231	0.0326	0.0068	0.0614	0.0253	0.0410	0.0052	0.0939	0.0274	0.0539	0.0035	0.1579
FREEDOM-baby(883, 0.01, 2, 2, T+I)	0.011203797964305517	0.10440262080843253	0.03170570353480825	0.14731212230754628	0.0199	0.0249	0.0084	0.0378	0.0230	0.0325	0.0068	0.0613	0.0258	0.0407	0.0049	0.0931	0.0279	0.0541	0.0034	0.1601	0.0199	0.0249	0.0084	0.0378	0.0230	0.0325	0.0068	0.0613	0.0254	0.0415	0.0053	0.0962	0.0275	0.0548	0.0036	0.1619
FREEDOM-baby(883, 0.01, 2, 3, T+I)	0.018898075342063378	0.1958399965248835	0.12297725248286692	0.3377153243498138	0.0199	0.0249	0.0085	0.0380	0.0230	0.0326	0.0069	0.0617	0.0259	0.0411	0.0050	0.0944	0.0278	0.0533	0.0033	0.1554	0.0199	0.0249	0.0085	0.0380	0.0230	0.0326	0.0069	0.0617	0.0253	0.0414	0.0053	0.0959	0.0274	0.0546	0.0036	0.1613
FREEDOM-baby(883, 0.01, 3, 2, T+I)	0.011602282417183583	0.10478156240453917	0.031875053127816674	0.14825889794953945	0.0192	0.0241	0.0081	0.0368	0.0223	0.0317	0.0066	0.0599	0.0252	0.0398	0.0048	0.0911	0.0273	0.0530	0.0033	0.1574	0.0192	0.0241	0.0081	0.0368	0.0223	0.0317	0.0066	0.0599	0.0246	0.0405	0.0052	0.0945	0.0267	0.0536	0.0036	0.1593
FREEDOM-baby(883, 0.01, 3, 3, T+I)	0.019327892614651704	0.04844097142323701	0.2671602363453158	0.33492910038320456	0.0195	0.0244	0.0083	0.0374	0.0226	0.0320	0.0067	0.0604	0.0256	0.0406	0.0049	0.0932	0.0276	0.0531	0.0033	0.1555	0.0195	0.0244	0.0083	0.0374	0.0226	0.0320	0.0067	0.0604	0.0249	0.0407	0.0052	0.0945	0.0270	0.0541	0.0036	0.1602
FREEDOM-baby(883, 0.1, 2, 2, T+I)	0.014875929265237222	0.11216177777960701	0.039019330508612476	0.16605703755345672	0.0191	0.0236	0.0078	0.0351	0.0221	0.0311	0.0064	0.0578	0.0243	0.0388	0.0047	0.0897	0.0263	0.0516	0.0033	0.1539	0.0191	0.0236	0.0078	0.0351	0.0221	0.0311	0.0064	0.0578	0.0244	0.0394	0.0050	0.0900	0.0266	0.0533	0.0036	0.1588
FREEDOM-baby(883, 0.1, 2, 3, T+I)	0.019676708332651605	0.05201956587775883	0.05210871521457388	0.1238049894249843	0.0192	0.0239	0.0081	0.0363	0.0221	0.0313	0.0065	0.0585	0.0242	0.0390	0.0048	0.0909	0.0261	0.0513	0.0032	0.1523	0.0192	0.0239	0.0081	0.0363	0.0221	0.0313	0.0065	0.0585	0.0244	0.0398	0.0051	0.0919	0.0266	0.0534	0.0035	0.1586
FREEDOM-baby(883, 0.1, 3, 2, T+I)	0.018447140530079453	0.05000036507186824	0.049927578674575854	0.11837508427652355	0.0182	0.0228	0.0077	0.0345	0.0213	0.0303	0.0064	0.0575	0.0236	0.0378	0.0047	0.0878	0.0255	0.0499	0.0032	0.1482	0.0182	0.0228	0.0077	0.0345	0.0213	0.0303	0.0064	0.0575	0.0233	0.0381	0.0049	0.0876	0.0255	0.0519	0.0035	0.1556
FREEDOM-baby(883, 0.1, 3, 3, T+I)	0.02051625549201054	0.05187285699283019	0.05192945514099877	0.1243185676258395	0.0187	0.0235	0.0080	0.0360	0.0216	0.0307	0.0065	0.0580	0.0239	0.0383	0.0047	0.0888	0.0259	0.0510	0.0032	0.1522	0.0187	0.0235	0.0080	0.0360	0.0216	0.0307	0.0065	0.0580	0.0238	0.0390	0.0050	0.0905	0.0260	0.0527	0.0035	0.1580
LATTICE-baby(883, 0.0001, 1, 5, T+I)	0.01260474914816576	0.039603977643895595	0.0395592818819015	0.09176800867396286	0.0182	0.0225	0.0074	0.0335	0.0206	0.0284	0.0057	0.0515	0.0218	0.0351	0.0043	0.0820	0.0237	0.0472	0.0030	0.1428	0.0182	0.0225	0.0074	0.0335	0.0206	0.0284	0.0057	0.0515	0.0227	0.0361	0.0046	0.0814	0.0246	0.0487	0.0032	0.1437
LATTICE-baby(883, 0.0001, 1, 10, T+I)	0.013071896958341891	0.11545815897331253	0.042519879370052194	0.17104993530170662	0.0184	0.0230	0.0078	0.0353	0.0213	0.0302	0.0063	0.0569	0.0228	0.0366	0.0045	0.0853	0.0246	0.0485	0.0031	0.1451	0.0184	0.0230	0.0078	0.0353	0.0213	0.0302	0.0063	0.0569	0.0232	0.0375	0.0048	0.0856	0.0252	0.0500	0.0033	0.1473
LATTICE-baby(883, 0.0001, 1, 20, T+I)	0.01413216541773913	0.11892536051631053	0.11890757701069607	0.2519651029447457	0.0192	0.0238	0.0080	0.0361	0.0218	0.0303	0.0062	0.0560	0.0229	0.0372	0.0046	0.0873	0.0247	0.0486	0.0031	0.1446	0.0192	0.0238	0.0080	0.0361	0.0218	0.0303	0.0062	0.0560	0.0239	0.0382	0.0048	0.0865	0.0257	0.0502	0.0033	0.1459
LATTICE-baby(883, 0.001, 1, 5, T+I)	0.01205911388448604	0.0394958413854104	0.039447683930366934	0.09100263920026337	0.0180	0.0221	0.0073	0.0327	0.0204	0.0282	0.0057	0.0514	0.0216	0.0349	0.0043	0.0819	0.0235	0.0471	0.0030	0.1427	0.0180	0.0221	0.0073	0.0327	0.0204	0.0282	0.0057	0.0514	0.0226	0.0361	0.0046	0.0820	0.0245	0.0485	0.0032	0.1432
LATTICE-baby(883, 0.001, 1, 10, T+I)	0.012899845113158118	0.042133165132657524	0.042222394918641715	0.09725540516445735	0.0183	0.0229	0.0078	0.0351	0.0210	0.0298	0.0063	0.0562	0.0224	0.0362	0.0045	0.0848	0.0243	0.0483	0.0031	0.1457	0.0183	0.0229	0.0078	0.0351	0.0210	0.0298	0.0063	0.0562	0.0230	0.0373	0.0047	0.0852	0.0250	0.0499	0.0033	0.1477
LATTICE-baby(883, 0.001, 1, 20, T+I)	0.01315451545611653	0.18869535366938656	0.11584209818153898	0.3176919673070421	0.0183	0.0226	0.0075	0.0340	0.0211	0.0296	0.0061	0.0552	0.0227	0.0369	0.0046	0.0867	0.0245	0.0485	0.0031	0.1451	0.0183	0.0226	0.0075	0.0340	0.0211	0.0296	0.0061	0.0552	0.0232	0.0375	0.0048	0.0856	0.0252	0.0499	0.0033	0.1470
LATTICE-baby(883, 0.01, 1, 5, T+I)	0.011905773654499675	0.038268151311505356	0.11102425942389525	0.1611981843899003	0.0168	0.0209	0.0070	0.0315	0.0193	0.0271	0.0056	0.0506	0.0207	0.0339	0.0043	0.0808	0.0225	0.0461	0.0030	0.1418	0.0168	0.0209	0.0070	0.0315	0.0193	0.0271	0.0056	0.0506	0.0213	0.0348	0.0045	0.0801	0.0233	0.0475	0.0032	0.1435
LATTICE-baby(883, 0.01, 1, 10, T+I)	0.012957653780865185	0.041238305224092	0.04114166193796637	0.09533762094292356	0.0179	0.0224	0.0076	0.0343	0.0206	0.0292	0.0062	0.0551	0.0210	0.0347	0.0044	0.0829	0.0229	0.0467	0.0030	0.1436	0.0179	0.0224	0.0076	0.0343	0.0206	0.0292	0.0062	0.0551	0.0225	0.0365	0.0047	0.0836	0.0244	0.0489	0.0032	0.1446
LATTICE-baby(883, 0.01, 1, 20, T+I)	0.022038383780533508	0.14295887966883095	0.1432131859869929	0.30821044943635734	0.0185	0.0230	0.0076	0.0348	0.0211	0.0293	0.0060	0.0541	0.0237	0.0373	0.0045	0.0851	0.0254	0.0485	0.0030	0.1413	0.0185	0.0230	0.0076	0.0348	0.0211	0.0293	0.0060	0.0541	0.0231	0.0368	0.0046	0.0829	0.0250	0.0490	0.0032	0.1430
LATTICE-baby(883, 0.1, 1, 5, T+I)	0.023713988529582133	0.1501197606675738	0.07740181031219975	0.2512355595093557	0.0122	0.0158	0.0056	0.0251	0.0146	0.0218	0.0049	0.0435	0.0160	0.0288	0.0040	0.0742	0.0179	0.0408	0.0029	0.1343	0.0122	0.0158	0.0056	0.0251	0.0146	0.0218	0.0049	0.0435	0.0166	0.0292	0.0041	0.0722	0.0186	0.0421	0.0031	0.1360
LATTICE-baby(883, 0.1, 1, 10, T+I)	0.04971126089477425	0.1618336654750138	0.2346708392248965	0.44621576559468457	0.0150	0.0188	0.0063	0.0286	0.0173	0.0246	0.0052	0.0463	0.0188	0.0320	0.0042	0.0787	0.0207	0.0442	0.0030	0.1397	0.0150	0.0188	0.0063	0.0286	0.0173	0.0246	0.0052	0.0463	0.0194	0.0325	0.0043	0.0767	0.0215	0.0459	0.0032	0.1431
LATTICE-baby(883, 0.1, 1, 20, T+I)	0.030153881459788194	0.24336029318722474	0.17041319038703584	0.4439273650340488	0.0147	0.0187	0.0065	0.0292	0.0171	0.0247	0.0053	0.0476	0.0188	0.0321	0.0042	0.0792	0.0207	0.0448	0.0030	0.1431	0.0147	0.0187	0.0065	0.0292	0.0171	0.0247	0.0053	0.0476	0.0191	0.0322	0.0043	0.0768	0.0212	0.0458	0.0032	0.1439
LATTICE-baby(883, 0.0001, 2, 5, T+I)	0.01580190762390401	0.0445351068259706	0.044522751002438445	0.10485976545231306	0.0189	0.0233	0.0078	0.0349	0.0215	0.0299	0.0061	0.0550	0.0234	0.0370	0.0045	0.0848	0.0252	0.0490	0.0031	0.1452	0.0189	0.0233	0.0078	0.0349	0.0215	0.0299	0.0061	0.0550	0.0235	0.0372	0.0047	0.0834	0.0254	0.0493	0.0032	0.1431
LATTICE-baby(883, 0.0001, 2, 10, T+I)	0.014656259058040267	0.04330180834427498	0.04344560287987553	0.10140367028219077	0.0197	0.0244	0.0081	0.0367	0.0224	0.0312	0.0064	0.0574	0.0235	0.0381	0.0048	0.0898	0.0254	0.0503	0.0032	0.1509	0.0197	0.0244	0.0081	0.0367	0.0224	0.0312	0.0064	0.0574	0.0245	0.0389	0.0048	0.0873	0.0264	0.0512	0.0033	0.1483
LATTICE-baby(883, 0.0001, 2, 20, T+I)	0.016225733062730296	0.04791980615578436	0.12075023542119441	0.18489577463970908	0.0199	0.0245	0.0081	0.0364	0.0227	0.0315	0.0064	0.0578	0.0241	0.0383	0.0047	0.0884	0.0261	0.0509	0.0032	0.1517	0.0199	0.0245	0.0081	0.0364	0.0227	0.0315	0.0064	0.0578	0.0249	0.0397	0.0050	0.0896	0.0268	0.0520	0.0034	0.1504
LATTICE-baby(883, 0.001, 2, 5, T+I)	0.015221248373184261	0.045196883910477326	0.11808936560687844	0.17850749789054002	0.0188	0.0233	0.0078	0.0348	0.0213	0.0295	0.0060	0.0539	0.0232	0.0368	0.0045	0.0847	0.0251	0.0488	0.0031	0.1447	0.0188	0.0233	0.0078	0.0348	0.0213	0.0295	0.0060	0.0539	0.0233	0.0369	0.0046	0.0828	0.0252	0.0490	0.0032	0.1425
LATTICE-baby(883, 0.001, 2, 10, T+I)	0.014400763202224212	0.04291747136051087	0.04255265018301774	0.09987088474575281	0.0193	0.0240	0.0080	0.0363	0.0221	0.0309	0.0064	0.0576	0.0234	0.0381	0.0048	0.0899	0.0253	0.0502	0.0032	0.1505	0.0193	0.0240	0.0080	0.0363	0.0221	0.0309	0.0064	0.0576	0.0241	0.0385	0.0048	0.0870	0.0260	0.0509	0.0033	0.1480
LATTICE-baby(883, 0.001, 2, 20, T+I)	0.016167842991175074	0.1206650437841488	0.04799378565507077	0.18482667243039463	0.0196	0.0242	0.0080	0.0362	0.0222	0.0309	0.0063	0.0568	0.0238	0.0379	0.0046	0.0878	0.0257	0.0505	0.0032	0.1509	0.0196	0.0242	0.0080	0.0362	0.0222	0.0309	0.0063	0.0568	0.0245	0.0391	0.0049	0.0886	0.0264	0.0515	0.0034	0.1494
LATTICE-baby(883, 0.01, 2, 5, T+I)	0.024515771117102146	0.07246471326004511	0.0724172963538931	0.16939778073104036	0.0180	0.0223	0.0074	0.0335	0.0207	0.0290	0.0060	0.0539	0.0225	0.0363	0.0045	0.0853	0.0243	0.0477	0.0030	0.1424	0.0180	0.0223	0.0074	0.0335	0.0207	0.0290	0.0060	0.0539	0.0228	0.0367	0.0046	0.0836	0.0246	0.0484	0.0032	0.1419
LATTICE-baby(883, 0.01, 2, 10, T+I)	0.020485958439843976	0.13309548562873366	0.13325428968673145	0.2868357337553091	0.0192	0.0236	0.0078	0.0351	0.0220	0.0306	0.0063	0.0563	0.0231	0.0376	0.0047	0.0886	0.0249	0.0492	0.0031	0.1466	0.0192	0.0236	0.0078	0.0351	0.0220	0.0306	0.0063	0.0563	0.0241	0.0383	0.0048	0.0864	0.0259	0.0501	0.0032	0.1448
LATTICE-baby(883, 0.01, 2, 20, T+I)	0.01669492361525548	0.04930794838337023	0.12224564870130877	0.18824852069993447	0.0182	0.0227	0.0077	0.0345	0.0210	0.0296	0.0062	0.0555	0.0229	0.0371	0.0046	0.0872	0.0248	0.0495	0.0032	0.1492	0.0182	0.0227	0.0077	0.0345	0.0210	0.0296	0.0062	0.0555	0.0231	0.0375	0.0048	0.0860	0.0252	0.0503	0.0033	0.1490
LATTICE-baby(883, 0.1, 2, 5, T+I)	0.040257695414791086	0.11890829406548425	0.19164523635705635	0.3508112258373317	0.0162	0.0201	0.0067	0.0300	0.0185	0.0257	0.0053	0.0470	0.0198	0.0328	0.0042	0.0791	0.0218	0.0456	0.0030	0.1432	0.0162	0.0201	0.0067	0.0300	0.0185	0.0257	0.0053	0.0470	0.0205	0.0334	0.0043	0.0774	0.0225	0.0465	0.0032	0.1423
LATTICE-baby(883, 0.1, 2, 10, T+I)	0.03118179449279925	0.3103518052199272	0.23758907521363165	0.579122674926358	0.0154	0.0193	0.0066	0.0295	0.0178	0.0254	0.0054	0.0479	0.0194	0.0328	0.0043	0.0799	0.0213	0.0451	0.0030	0.1419	0.0154	0.0193	0.0066	0.0295	0.0178	0.0254	0.0054	0.0479	0.0198	0.0331	0.0044	0.0779	0.0219	0.0462	0.0032	0.1424
LATTICE-baby(883, 0.1, 2, 20, T+I)	0.03391551654562645	0.16707880348089446	0.23957999679232345	0.44057431681884435	0.0155	0.0195	0.0067	0.0298	0.0180	0.0258	0.0055	0.0490	0.0210	0.0345	0.0044	0.0821	0.0229	0.0467	0.0031	0.1439	0.0155	0.0195	0.0067	0.0298	0.0180	0.0258	0.0055	0.0490	0.0201	0.0337	0.0045	0.0799	0.0221	0.0466	0.0032	0.1440
LATTICE-baby(883, 0.0001, 3, 5, T+I)	0.01896261713097594	0.04783424709827072	0.047701327867639504	0.11449819209688616	0.0197	0.0240	0.0078	0.0352	0.0223	0.0305	0.0061	0.0550	0.0240	0.0380	0.0046	0.0870	0.0259	0.0499	0.0031	0.1469	0.0197	0.0240	0.0078	0.0352	0.0223	0.0305	0.0061	0.0550	0.0244	0.0383	0.0048	0.0851	0.0263	0.0502	0.0032	0.1441
LATTICE-baby(883, 0.0001, 3, 10, T+I)	0.01978651811746228	0.05512227841782578	0.20065741741309506	0.2755662139483831	0.0196	0.0242	0.0080	0.0364	0.0222	0.0309	0.0063	0.0569	0.0241	0.0385	0.0047	0.0893	0.0259	0.0503	0.0031	0.1486	0.0196	0.0242	0.0080	0.0364	0.0222	0.0309	0.0063	0.0569	0.0244	0.0391	0.0049	0.0888	0.0262	0.0506	0.0033	0.1454
LATTICE-baby(883, 0.0001, 3, 20, T+I)	0.018929729000863572	0.1247241791738413	0.19771680542899472	0.34137071360369964	0.0185	0.0231	0.0078	0.0353	0.0211	0.0295	0.0061	0.0547	0.0228	0.0369	0.0046	0.0869	0.0246	0.0486	0.0031	0.1456	0.0185	0.0231	0.0078	0.0353	0.0211	0.0295	0.0061	0.0547	0.0233	0.0377	0.0048	0.0866	0.0252	0.0500	0.0033	0.1473
LATTICE-baby(883, 0.001, 3, 5, T+I)	0.016884517439899153	0.18976120635877097	0.04408704579787111	0.2507327695965412	0.0191	0.0235	0.0077	0.0349	0.0217	0.0299	0.0060	0.0545	0.0238	0.0377	0.0046	0.0866	0.0257	0.0497	0.0031	0.1471	0.0191	0.0235	0.0077	0.0349	0.0217	0.0299	0.0060	0.0545	0.0237	0.0375	0.0047	0.0838	0.0257	0.0500	0.0033	0.1455
LATTICE-baby(883, 0.001, 3, 10, T+I)	0.018959409418066175	0.3439406748539641	0.19821142726712232	0.5611115115391526	0.0190	0.0236	0.0079	0.0357	0.0216	0.0303	0.0062	0.0561	0.0235	0.0380	0.0047	0.0888	0.0253	0.0496	0.0031	0.1472	0.0190	0.0236	0.0079	0.0357	0.0216	0.0303	0.0062	0.0561	0.0238	0.0384	0.0049	0.0878	0.0257	0.0502	0.0033	0.1457
LATTICE-baby(883, 0.001, 3, 20, T+I)	0.0180419870846948	0.050190429955475804	0.2684413373504192	0.3366737543905898	0.0186	0.0230	0.0076	0.0345	0.0212	0.0296	0.0060	0.0545	0.0226	0.0368	0.0046	0.0867	0.0245	0.0483	0.0031	0.1447	0.0186	0.0230	0.0076	0.0345	0.0212	0.0296	0.0060	0.0545	0.0234	0.0377	0.0048	0.0861	0.0254	0.0500	0.0033	0.1467
LATTICE-baby(883, 0.01, 3, 5, T+I)	0.016250997507042994	0.11813246573544546	0.19101192376499793	0.3253953870074864	0.0186	0.0231	0.0077	0.0348	0.0212	0.0295	0.0060	0.0545	0.0235	0.0374	0.0046	0.0863	0.0255	0.0499	0.0031	0.1487	0.0186	0.0231	0.0077	0.0348	0.0212	0.0295	0.0060	0.0545	0.0231	0.0367	0.0046	0.0824	0.0251	0.0496	0.0033	0.1462
LATTICE-baby(883, 0.01, 3, 10, T+I)	0.01681117831037001	0.11942735483293859	0.11939822706461983	0.25563676020792847	0.0180	0.0225	0.0076	0.0344	0.0207	0.0292	0.0061	0.0547	0.0237	0.0380	0.0047	0.0884	0.0256	0.0502	0.0032	0.1497	0.0180	0.0225	0.0076	0.0344	0.0207	0.0292	0.0061	0.0547	0.0228	0.0374	0.0048	0.0866	0.0249	0.0502	0.0034	0.1498
LATTICE-baby(883, 0.01, 3, 20, T+I)	0.018735644537230357	0.2705667569024588	0.2705985452411121	0.5599009466808013	0.0178	0.0222	0.0075	0.0337	0.0204	0.0288	0.0059	0.0538	0.0225	0.0367	0.0046	0.0868	0.0245	0.0491	0.0032	0.1493	0.0178	0.0222	0.0075	0.0337	0.0204	0.0288	0.0059	0.0538	0.0226	0.0368	0.0047	0.0851	0.0246	0.0497	0.0033	0.1485
LATTICE-baby(883, 0.1, 3, 5, T+I)	0.034379394998069704	0.3870014042250236	0.38669675435118206	0.8080775535742754	0.0149	0.0190	0.0067	0.0297	0.0171	0.0246	0.0052	0.0468	0.0192	0.0325	0.0042	0.0798	0.0211	0.0453	0.0031	0.1440	0.0149	0.0190	0.0067	0.0297	0.0171	0.0246	0.0052	0.0468	0.0193	0.0326	0.0044	0.0782	0.0213	0.0459	0.0032	0.1440
LATTICE-baby(883, 0.1, 3, 10, T+I)	0.04167378180485573	0.2613852074957437	0.40718366305510534	0.7102426523557047	0.0170	0.0210	0.0070	0.0312	0.0193	0.0268	0.0054	0.0489	0.0209	0.0342	0.0043	0.0810	0.0228	0.0466	0.0030	0.1437	0.0170	0.0210	0.0070	0.0312	0.0193	0.0268	0.0054	0.0489	0.0214	0.0347	0.0045	0.0796	0.0235	0.0479	0.0032	0.1449
LATTICE-baby(883, 0.1, 3, 20, T+I)	0.035362786382785116	0.7496745199074133	1.0409398291293437	1.8259771354195422	0.0165	0.0204	0.0067	0.0301	0.0191	0.0268	0.0056	0.0497	0.0212	0.0344	0.0043	0.0808	0.0230	0.0464	0.0030	0.1417	0.0165	0.0204	0.0067	0.0301	0.0191	0.0268	0.0056	0.0497	0.0211	0.0345	0.0045	0.0799	0.0231	0.0472	0.0032	0.1426
BPR-sports(883, 0.0001, T+I)	0.005772289407638687	0.04275757437551221	0.04248183568693075	0.09101169947008164	0.0151	0.0186	0.0062	0.0273	0.0169	0.0231	0.0047	0.0412	0.0175	0.0272	0.0032	0.0607	0.0188	0.0355	0.0022	0.1021	0.0151	0.0186	0.0062	0.0273	0.0169	0.0231	0.0047	0.0412	0.0183	0.0283	0.0035	0.0611	0.0196	0.0368	0.0024	0.1030
